v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,target
-1.23159,-0.34115,-0.60666,0.07817,-0.66442,1.18348,1.31704,-0.90585,-0.94893,0.6906,0.4656,0.57873,-0.43825,-0.70941,1.41531,-0.87948,10.830443060235675
1.83018,1.85128,0.19605,-0.62244,-1.4651,1.4253,-0.66901,-0.08562,-0.83395,1.30494,0.65277,-1.03397,0.76407,0.09521,0.04821,1.02938,136.48823788862987
-1.46054,-2.61298,0.85221,-0.36604,-0.12974,1.30711,0.62147,0.11618,0.21896,0.81897,1.15929,0.86861,-0.62885,-1.30645,0.0761,-0.46762,-7.163231725885863
-0.18433,-0.74544,1.24464,-0.40119,1.32255,1.69885,-0.97659,-1.19644,-0.2875,-2.93952,1.12552,1.06019,1.569,-1.33284,-0.3511,-0.75412,25.498313785032046
0.28064,2.1972,-0.04962,0.85062,-0.02125,-0.68706,-1.08891,0.15838,-1.39787,1.39103,0.27341,1.22588,-0.33858,-0.28513,-0.78611,-0.14646,-75.82920484329826
-0.72145,0.65052,0.18156,1.05992,0.39502,1.40041,0.57672,-1.26807,2.07812,-0.99887,-0.67626,0.34077,-2.28471,0.07375,-0.69952,0.11516,-57.48242387560392
0.93412,1.40527,1.57156,-0.32106,0.26153,-0.61203,-0.52145,-1.40466,0.84484,-1.38558,-1.20526,-2.19528,-0.07737,0.78525,-1.04827,-0.52589,-56.031378012758296
-0.75033,-0.12715,-0.84724,-0.5783,-1.61207,-1.4004,0.79871,0.56743,-0.17021,-0.20081,1.06873,1.77521,-0.24659,1.39005,0.75546,-0.0652,67.62526510437434
0.91338,-0.29779,1.17166,-0.8475,0.96736,1.18207,-2.64365,-0.54392,0.21834,-0.45938,-1.314,2.50106,-0.74118,-1.13448,-0.13279,-0.2703,-24.8395275109462
-0.06989,-0.30926,3.17126,0.04414,-1.02822,-0.09431,0.78835,-0.9134,0.42849,0.25531,-0.67599,-2.20621,0.30861,-0.12665,0.17397,-0.30146,-18.545252348139215
-0.5019,0.59479,-1.43175,0.48263,0.68531,-0.34924,-0.52365,1.61859,1.12544,0.28536,0.54307,-0.03016,0.0565,1.69136,2.70142,0.11305,241.93482953043164
0.35601,-0.47944,-0.18869,0.35326,0.67319,0.08711,1.15756,-0.85709,1.05518,-1.10205,-0.47771,-2.93044,0.81825,0.69134,-0.86891,-0.0352,-25.94428162468482
-0.19218,-1.22292,-0.8359,1.05429,-0.08869,-0.38467,-1.1192,1.03176,3.01306,-0.56521,-1.42493,0.23333,-0.47392,0.30334,-1.75836,-1.4262,-108.6241096198605
-0.22734,0.16603,0.34764,0.27703,0.67345,-2.49063,0.97411,-0.13261,2.06978,-0.85352,2.12121,0.04563,0.03956,-1.01356,0.35894,-1.17796,235.42060578651373
-1.105,1.17829,-0.20395,-0.73968,0.58875,-0.97688,-0.63534,1.9208,0.81343,0.51466,-0.60655,0.05418,-1.6038,-0.77724,2.30982,-1.51309,84.93942548564632
0.0597,0.12584,0.72921,1.26811,-1.16292,-0.09411,-1.78325,0.61528,-0.68507,0.8766,1.03591,0.56045,-0.31538,0.8544,0.07201,0.66809,50.01034427642875
-0.18588,1.37558,1.89238,-0.46209,2.51587,-0.07624,1.85645,0.73289,-0.79974,0.27099,-0.79948,0.73019,0.74657,-1.36344,0.0448,-1.8483,-93.99197785195763
0.69477,0.14253,0.13996,1.58863,0.41964,0.68063,0.90997,0.89683,0.48812,0.41227,0.12321,1.16542,-0.91568,0.21925,-1.52803,0.55566,-33.79367758036798
-0.35816,-0.05892,-1.18768,-0.9936,0.75687,-0.72419,-0.68583,-0.36836,1.17021,0.05841,0.00737,-0.25561,1.33811,-0.6213,-1.02094,1.00793,-47.92537300976972
-0.63252,1.08797,0.14204,0.05884,0.05767,-1.99565,0.48098,-1.83179,-0.25822,0.12913,-0.7486,1.53565,0.45785,-1.08137,1.02703,0.79965,-28.170505086555377
-0.23507,-1.36651,0.26881,1.06323,1.21699,-0.85114,0.85271,-1.23103,-1.11369,-0.14684,0.24555,0.33495,2.04514,-0.5113,-1.03191,0.26901,-118.30571603569165
-0.30248,0.82874,-2.59566,0.8736,1.90903,-1.32858,-0.18354,0.99957,-0.90641,-0.35644,-0.95948,-0.52645,1.14962,0.13262,-1.44516,-0.69305,-223.29678489440087
0.77872,0.87123,-0.70673,-0.70538,-0.5032,0.82064,0.16272,-0.10087,0.28574,1.3931,-2.41144,-0.77092,1.52185,2.03105,1.48916,0.91118,12.696514463813772
0.6853,1.20587,-1.11513,-0.11813,0.25111,0.00865,-0.65444,0.73807,0.36067,0.30795,1.69474,0.86885,1.3747,-1.03074,0.043,0.891,176.3903764708911
-0.21213,-0.64082,1.19979,0.4086,-1.40773,-0.67646,-0.44772,-2.35499,1.36268,-0.75008,0.17488,-1.71329,0.89931,-1.04407,-0.63839,-0.22387,8.06586864189861
-0.21798,1.50678,-1.25676,-0.54365,2.06037,-0.23974,0.28922,-1.70667,0.98897,0.44069,0.4523,1.36408,0.68142,0.14498,-1.44356,-0.2131,-47.056341874503445
1.22879,-0.0773,-0.77684,0.60963,-0.37843,-0.36846,0.54671,0.51387,-0.07228,-1.43335,-2.00501,-0.31583,-1.6547,0.40757,0.50012,0.16923,-15.446407941811367
-1.23189,1.31802,0.88084,-0.07652,0.89241,-0.37191,0.1326,0.51039,-0.45389,-2.076,-1.59789,0.67109,1.51401,1.29109,0.83175,0.39041,-146.3859713135946
0.84129,-0.59156,-1.19038,1.29762,-1.71756,-1.41114,-1.13832,0.31774,-0.39751,1.44701,0.05324,0.10455,-2.37847,1.71793,0.02398,-0.73711,46.43064926724488
-0.19179,-0.36279,0.88647,-0.59338,1.54917,-1.76444,0.05983,-1.47278,-1.9241,-1.04213,1.45195,0.67276,-3.34211,-0.3592,-1.79576,1.49686,-124.08536407708273
-2.01224,-1.03361,0.41306,-0.74271,-0.42297,-1.48314,-1.1726,-1.1502,0.45632,-0.89974,-0.69458,0.7717,1.18191,-1.84551,-0.20894,0.37993,-176.84487363918007
-1.02497,-1.30683,0.28414,0.72065,0.26447,0.71919,-1.41234,0.63227,0.88249,1.02411,-0.1868,0.63906,-0.05025,-1.46683,0.08282,0.36728,-38.54937607979641
1.37116,0.57987,0.57333,-0.19234,0.36408,0.9629,0.38688,-0.11058,-0.44384,0.75677,1.02461,0.08589,-0.49812,-0.96886,0.73427,-0.91255,194.7490627080117
-0.79393,-0.21465,0.13889,0.61076,-0.07239,1.64448,0.32603,0.27546,-0.78055,-1.67825,-0.01137,0.36668,-0.00449,0.02217,2.00091,-0.52512,57.72276332334347
-2.43487,-2.54515,-1.85037,-1.09253,1.42316,-0.6843,-0.30491,-0.33089,-0.02949,-0.70879,1.02475,1.69255,1.47969,1.70526,0.36715,0.68283,-70.85617748002535
0.64298,0.25262,-0.60521,0.91371,0.39572,0.18044,0.23779,-0.00705,1.25882,0.03378,0.99233,-0.12107,2.44305,-0.38627,-0.5465,-1.30287,121.7079286794827
-0.67432,1.84771,-1.60942,0.73434,-1.05731,-0.39644,-0.01109,0.6702,0.04773,-0.29803,-0.99762,-0.73008,0.03933,-1.04379,-1.43786,-1.89936,-211.37570995710888
-0.19827,0.38923,0.88985,1.17722,-1.14368,-2.5494,0.95992,-0.13473,0.21033,0.37956,0.65551,0.57055,1.05633,-0.58985,-0.91592,0.63094,-26.44889156434992
0.935,-0.0469,0.74655,1.33885,0.21345,-0.49962,0.4477,0.84705,-0.68009,-0.65063,-2.09183,-1.38293,-0.37664,-0.11316,1.64886,0.69146,16.300851166621136
0.03461,0.65868,1.6969,-1.12088,1.1398,-1.08423,0.95788,-0.29142,-1.51145,2.17404,-1.36932,0.17167,1.75434,0.73977,-1.12807,0.20244,-229.5010465070149
-0.27946,0.14327,-0.72177,0.14386,0.78794,-0.79782,0.42706,-2.09358,0.9916,1.36327,0.03981,-1.21829,-1.72442,-0.61471,-0.61945,1.32719,-19.233598055801416
0.4564,-0.88589,-0.97645,0.41882,1.07881,0.17532,1.14605,-0.71636,0.08023,-1.43983,2.81691,-0.58356,0.17571,-0.11329,0.47645,0.39198,254.26007508465295
-1.31566,0.63003,0.61939,1.57872,0.2421,-0.2602,0.7399,-0.4733,0.80326,-0.08308,-0.22985,-0.43314,0.77137,0.37387,-0.35454,-0.96056,-95.61229302235432
-0.32181,-0.11548,0.32426,1.2133,-0.48944,-0.47426,0.35726,-1.04065,0.65599,-1.45708,-0.3083,-1.12612,0.76277,-0.13252,-1.40113,1.64578,-114.75687628699501
-1.84281,0.21844,-0.54621,0.05868,-0.36944,-0.94341,0.52536,-0.2019,-0.11143,0.17367,0.23675,-0.54597,-1.26608,1.0711,-1.54017,0.22767,-222.60002374237715
0.10196,0.4538,0.38394,-0.07091,-1.16392,0.50366,1.05252,0.29095,0.85868,1.27225,-1.52058,1.53093,1.7799,0.27249,-1.12226,0.62961,-137.72814621465716
1.0674,2.5634,-0.43187,2.32241,0.05971,0.64019,0.9799,1.43147,-0.24019,1.86229,0.77699,-0.05488,0.42997,0.49725,0.17697,-1.10025,126.61284749215902
0.82366,3.21453,0.10666,0.30162,-0.2052,-0.43516,-0.76689,0.97572,1.33982,0.85906,0.32861,0.71406,-1.08516,0.47929,-1.02466,-0.48094,59.308489482688266
-1.00572,0.47314,-1.27174,-1.32429,-1.40932,-0.39272,-0.42753,-1.02381,0.44724,-1.23048,1.24715,0.66277,0.53692,0.31224,0.64791,-0.3414,79.50722330292975
-1.36429,-0.16061,-0.30487,0.39343,0.33883,1.46805,-0.48196,0.5858,0.72247,-0.11475,0.33127,-0.12801,-0.40951,0.74577,-0.54607,1.93385,-79.01111523891988
-0.54893,2.07901,-0.272,-0.09868,-0.52745,-0.38083,-1.16917,0.79307,0.4316,-0.41398,-0.52704,-0.14307,-0.22542,-1.39473,0.37048,1.04396,-26.674428825996603
0.53095,1.39499,0.59726,-0.05251,2.16348,1.92623,0.97935,-0.70215,1.16606,-0.24513,-1.65814,-0.67779,1.21568,-0.72228,-0.13649,0.25739,-34.65246547988981
0.95466,-0.50653,1.69633,-0.45165,-0.46415,0.1677,-1.16005,0.64311,-1.11968,-0.92321,1.02404,-0.68921,-0.74515,0.46017,-0.52882,0.27332,48.76437939538509
-1.23463,-0.56722,-0.47142,-0.90504,-1.23832,-0.17222,0.26297,-0.74373,0.36434,-0.02289,-0.40789,1.25847,-1.27281,-1.35376,-0.33634,0.1765,-118.51406300845888
1.74367,1.06874,-0.64126,-0.45068,1.35256,0.50962,0.04293,0.32896,-0.72627,0.93998,-1.27418,-0.95163,0.3222,1.99147,-0.24696,1.87568,-13.034021331285794
0.06844,-1.66163,-0.6318,-1.48078,-2.69495,1.21368,1.51484,-1.48913,0.62782,0.04853,1.50767,0.5479,-1.61077,0.95351,-0.82517,-1.33422,71.19820624683595
-0.11754,1.00661,1.55608,-0.41569,-0.74931,1.35513,-1.17951,-0.73961,0.23761,0.63639,0.53253,0.69813,-0.66243,0.17482,2.03421,0.31045,183.12924299795787
-0.2374,-0.56188,0.7788,-1.43865,-2.14047,0.25495,0.22194,0.42371,1.35369,1.0384,-0.74566,-0.90001,1.69452,-0.99974,1.11514,-1.15918,70.82401627395447
0.01601,-0.9577,0.5172,0.99973,1.15997,-0.46567,0.20238,-0.84907,-1.49604,-0.56175,-1.51319,-0.09891,-0.29616,-0.56642,-0.6273,-1.11883,-204.03678773917335
-0.68204,-1.95566,-1.47488,1.18659,-1.34421,0.08298,-0.2572,0.89679,-0.66351,-0.43201,-0.47499,-0.09145,0.12671,0.09114,-2.72131,-0.76732,-298.4769835829177
-1.1635,-0.63859,-1.44668,0.57032,0.69388,-1.88051,-1.04955,-0.85434,1.52349,0.23666,0.1403,-3.2347,-1.77268,-1.36733,0.44326,0.3345,25.4932665663745
0.09307,-0.85456,-0.04351,0.52571,1.34172,1.22622,1.26601,-1.22289,-1.00963,-0.59161,-1.15583,-1.30722,-0.24002,-1.56349,1.28238,-0.4071,-18.425481369741078
-1.59305,-0.42478,-0.78335,0.12336,-0.11223,-0.11149,0.28785,-1.43453,0.51344,-1.06394,0.34241,-1.18873,0.69672,-0.10819,-0.37996,0.46698,-90.48779633242076
0.5066,-0.41415,1.00183,0.40849,-1.01485,-0.44217,-1.24153,-1.28249,0.95948,3.0783,1.71704,1.1793,1.93696,0.62613,-0.01897,-1.18461,185.73192679550726
-0.12123,2.14613,-0.80818,2.09706,-1.61085,0.0603,0.94112,-1.47484,0.114,-0.13938,-1.00235,2.04326,-1.38594,-2.29499,-0.58025,0.46873,-110.17039695061598
-1.47238,0.02522,-1.73514,-1.09042,1.17332,1.91917,1.46331,0.67608,1.93719,0.58196,-0.47686,-2.11848,0.0665,0.693,-1.02705,-0.327,-124.1138921080753
0.19001,-0.9129,1.08687,-0.36315,1.77981,1.19872,0.57724,-0.23335,-0.71864,0.00255,1.03047,-0.30659,0.99239,0.69905,0.79676,-0.06922,108.8924576398201
0.63297,1.39169,-1.152,-0.76906,-0.96291,-2.74965,1.06682,1.45721,-0.05348,-2.46893,-2.28552,1.31258,0.63309,0.46369,-0.29948,0.09962,-130.74474906078822
0.44453,1.18032,-0.15043,1.45219,0.01967,-0.82777,0.19949,1.14568,0.71702,-0.16622,0.19963,0.20885,0.24248,-0.50916,-0.22916,-0.80431,56.74889952955734
1.25773,1.30569,-1.29497,0.51214,0.55949,-0.654,0.59872,-0.19089,-1.44694,-0.28303,2.00542,-1.41584,0.33187,1.78114,0.22462,-0.7881,174.28899121775552
-0.77071,0.56981,-1.08203,0.89083,-1.33694,2.57158,-1.99997,0.82889,0.13763,0.38863,-0.81667,0.78135,1.3658,-0.72049,0.41315,-0.61908,-69.90247341656686
-0.70122,-0.37852,-0.42988,-1.16004,0.85625,-0.8852,0.74656,-0.81252,-0.34803,0.95145,-0.20137,1.00217,0.32014,-1.01516,-0.29687,-0.23323,-95.20937963621901
0.13491,0.88281,-0.13502,-1.29768,0.04424,-0.65005,-0.15582,0.99312,-0.06847,-0.14089,-1.09479,0.52077,-0.10205,0.06273,-0.0477,-0.52183,-68.31068073348635
2.2793,1.14867,1.92424,-0.93564,1.13725,0.28011,1.06718,-1.55957,-1.49112,-0.28726,0.51438,0.45061,-1.48248,-0.41803,0.53122,-1.30227,165.28949590809134
-0.49141,1.64334,0.07586,-1.32214,-0.68098,-2.32345,-0.53577,0.04637,-0.25479,0.62211,1.55385,-1.90376,1.46846,-0.14297,-2.23303,0.29974,-100.4510413052766
0.21018,0.68461,1.06476,1.36504,0.24791,0.5796,-0.30684,-1.36834,-0.88313,0.61131,1.00185,1.3241,-0.70479,0.5488,1.0757,-0.43515,121.59817406132724
-1.09518,0.55072,0.90663,-0.88524,0.40729,-1.01108,1.02484,1.22405,1.98398,1.14974,-0.08004,0.12889,-0.9898,0.48806,-1.5207,-0.20688,-105.87495729061588
-0.37857,-1.82069,-0.23743,0.28046,0.45674,-0.31517,-0.0213,-0.17217,0.88738,-0.62598,0.5835,-0.59246,2.10768,0.57196,-0.11509,-1.05876,41.655137484269574
-0.81841,-1.83465,-0.63854,0.49724,-0.90603,-0.70544,0.79354,1.02165,-0.14736,-0.13728,2.21371,-0.21799,-1.95255,0.19804,-0.21733,-0.79686,69.67094761682786
-0.00828,-0.08746,0.06396,-1.78337,0.52237,-1.85974,0.44991,-1.00683,-1.40158,0.86301,-0.84899,-1.04936,-0.76119,-0.0806,0.22384,-1.70923,-97.1197729642612
0.083,-0.65168,0.09652,-1.1607,-0.35622,-0.1191,0.33236,0.13019,0.1597,1.44806,0.16134,0.89324,0.17385,1.10218,0.52985,1.77762,61.30631309714396
-0.11194,0.80555,-1.23787,-0.73129,1.38356,-0.42856,0.30606,0.48441,0.61252,-1.38882,1.12516,-1.1059,0.41405,0.05786,0.57422,1.61749,133.32614288594806
-0.38954,-1.68959,-0.17312,1.01511,0.68051,-0.47059,-0.08639,-0.06068,1.04139,0.1011,1.25343,-0.50497,-0.1262,-0.59648,0.59835,-1.60705,142.48976352376062
0.93599,-1.09083,1.50983,-0.42979,-0.4379,-0.688,0.0367,-0.51957,0.30615,0.96451,1.76158,0.8765,-0.07938,-0.6602,-0.34278,0.09108,167.63464168527753
0.91483,-0.88049,0.06204,0.70906,-0.40346,0.02257,-1.39073,0.18495,0.53746,-0.5547,1.90502,0.05457,-0.92383,-0.20526,0.05571,-0.55528,213.72982408975108
0.5831,1.14818,0.70473,-0.97935,0.6012,-1.06887,-0.13367,-1.70785,0.37185,1.12669,-0.29721,1.51436,0.01162,1.21496,1.03548,-0.15992,109.92735879908639
-1.49206,-1.08822,-0.1832,-1.66475,-0.57492,-0.03546,-0.15937,-1.12904,0.37608,-0.46103,1.49969,-0.40733,2.10537,1.61785,0.62371,0.9811,58.86726059606133
-0.00786,0.21004,0.69216,-1.34087,0.12679,-0.86564,-0.23111,-0.60892,1.49738,-1.20559,0.68511,-1.60256,-0.10591,-0.36848,-0.72135,2.35806,54.94263545878197
-0.86491,0.60324,-0.79123,1.10779,0.79591,2.57779,0.01399,-0.32499,2.07487,-0.67942,-0.04499,-3.00796,0.55667,-0.12099,-1.19721,0.14474,-61.20367403980148
-0.32013,-1.98598,1.247,0.9026,-0.21051,-0.37465,-1.1809,0.22165,-1.01464,0.62217,0.17605,-0.65815,-0.48529,-0.33028,1.42329,1.49824,51.05744706541544
0.24743,-1.9624,0.70635,-2.0684,0.19738,0.27779,-0.51405,0.87943,-1.02879,0.25776,-0.02014,0.57954,-1.63712,1.38425,0.29638,-0.48651,-4.8269228789008505
-1.28115,-0.75065,-0.2137,0.96561,-1.9618,0.53056,0.76426,1.18554,-0.41887,-1.22497,-1.08156,-1.08988,0.19318,0.17392,-1.2512,1.21071,-263.55236374864086
-0.57714,0.15111,0.54578,0.28232,0.58904,-0.45578,-0.97724,0.03737,-0.11918,1.32069,-1.047,1.48909,1.81098,-0.96693,-1.00609,1.40078,-183.99553299597866
1.71568,-1.51191,-0.49253,0.71582,-0.10221,-0.8541,-1.0033,0.2273,-0.19373,0.80263,-1.0371,1.44929,-0.42392,0.47827,0.06519,-0.59038,44.8970244223526
0.12714,1.27901,0.60851,-0.10561,0.63753,-0.46002,0.31718,-0.11808,-0.29291,-0.25063,1.27315,0.40387,0.05709,-0.70191,-0.09418,-1.61008,74.31335091664965
0.08836,-0.30463,0.20319,-0.08387,0.50568,0.45029,-0.14219,-0.79543,1.11955,-1.57448,0.06995,-0.72801,1.18434,-0.98876,-1.64909,0.45723,-60.98738362964077
-0.28779,1.34221,-1.23022,-0.09748,-0.08747,2.39515,-1.53797,0.18848,-1.38716,-0.21629,1.16691,-0.47785,1.58489,-0.4046,-1.79715,-1.64191,-127.31729754130203
-0.17141,0.59172,0.47172,-1.17879,0.2809,0.45511,-0.01716,-0.5916,0.27064,0.789,1.21558,-0.53457,0.02052,0.42275,-0.1931,-0.07282,66.5639993094258
-0.29599,0.01996,0.20139,0.68148,0.34115,-0.55432,0.05164,1.10523,-1.44298,-0.68864,-0.70429,0.30818,0.74225,-0.94365,-0.37757,-2.45956,-151.614322654858
0.4755,0.20141,-2.41146,1.19085,1.49486,-1.78938,-0.56074,-0.00341,-0.61563,-0.18646,0.5175,0.36831,-0.04343,-0.13143,0.39652,1.20515,69.92619859227989
-1.13618,-0.40832,0.57743,-0.97327,-0.37959,2.91779,-0.24217,-0.5299,1.12387,1.12215,-0.01364,0.68195,0.73353,-0.56197,-0.19074,0.48396,-44.397440490242
-0.04714,0.57651,1.7139,-0.11008,1.2965,-0.17395,-0.02814,0.98635,-0.58119,1.17522,1.47526,-0.46954,-0.26097,-0.78515,-0.5602,-0.86825,30.7215809678643
1.19904,-1.23854,0.11459,-1.24477,-0.8295,-0.40504,0.28382,-0.21689,-0.49167,-0.46628,1.19105,-0.85945,0.50277,0.24054,-0.16505,0.96174,128.0063302363402
-0.85097,-0.77821,-1.74303,1.66723,-2.1191,-1.21234,1.15178,-0.84905,0.2788,0.80791,-0.69327,-2.86143,-1.56499,-2.48287,1.32294,0.851,3.8950890498999837
0.88985,-2.24509,2.05419,1.42371,0.53383,-0.65849,1.8732,-0.48052,-1.32148,-0.22191,-0.17082,-0.40166,1.75687,1.30177,0.39633,0.6835,23.686095230486846
-0.15402,-0.06001,-0.2959,-0.85918,-0.33302,0.20307,0.9955,0.2486,-1.24734,1.69922,-2.26509,-1.64297,-1.30882,0.00671,-0.4062,0.28554,-238.78607773785274
-1.36884,1.28436,-1.73579,0.71039,0.78315,0.34863,0.01734,1.1259,-0.15696,2.07895,-0.79519,-0.33878,0.41456,0.07279,1.18788,-0.75651,-65.34898300607168
-0.79885,-0.3471,-0.2972,1.78441,2.49484,-0.76218,-0.57423,2.24617,1.1997,0.68631,0.39189,-2.51849,-0.53916,-1.23322,1.05928,-0.99536,97.40568253576936
1.81635,-0.34527,1.74348,-0.69986,-0.12195,1.0186,-0.84341,-0.02293,0.46644,-0.98863,0.38553,0.6518,-1.26924,0.14997,-0.0707,1.44151,162.53449752281279
1.43518,0.82441,0.01839,-0.10954,0.08418,-0.4893,0.66178,2.01109,0.0814,-0.69309,-0.13988,-0.22833,0.87729,0.03421,-0.39477,1.00536,63.10699719316734
-1.31026,0.30888,-1.9941,0.48467,0.24257,0.4414,0.24784,2.21354,0.73955,-1.03017,1.0702,-1.25133,0.87642,-0.07873,-1.7073,1.26373,-109.0580757034421
-1.66695,-1.67148,0.59234,-0.57412,0.57816,1.108,1.27445,-0.61046,-1.24087,-1.66566,1.30032,-1.20581,-0.20227,2.18553,0.66026,0.50283,-29.501158683694406
-0.04243,-1.16434,0.11669,0.92013,-0.71791,-0.36668,0.25701,0.56639,0.16827,-0.77012,-0.5206,1.66161,-0.96486,1.42476,0.34217,-0.50744,-5.1018014172054995
1.01287,-2.09641,-1.30157,-0.54335,-0.9574,0.58294,-0.25432,0.22225,1.18595,-0.3608,-1.02214,-1.09618,-1.18067,0.15376,-0.36842,-0.39485,23.777342901474253
-0.00528,-0.85062,0.19295,-1.14071,0.25763,-1.39284,-1.26022,0.45916,-0.87295,-1.30213,0.47066,-1.84198,-0.72526,-0.54489,0.17414,-0.23185,7.962312208342995
-1.05801,1.15222,2.28305,-0.23049,-0.24001,0.3482,0.33004,-0.50131,2.34383,0.58965,-0.15739,-0.1534,1.10563,-0.90534,-0.24386,-0.1022,-2.5257390747219435
-0.06486,-0.0555,0.17308,-1.35277,0.37034,-0.25701,-1.05874,-1.01834,-0.05938,-0.06026,0.21775,-0.46661,0.38711,0.63021,0.27908,-0.65742,28.17309506438263
-1.04552,0.04134,1.34437,-0.09065,-1.53055,0.8387,1.03123,-0.83533,-0.11882,-0.06761,-0.20118,-0.10065,0.5765,-0.22649,0.21614,-1.15224,-72.33258823405
0.51369,-0.19501,0.60927,-1.43754,0.07981,-0.1541,-0.77364,-1.52256,-0.48991,2.04564,-0.83207,-0.6298,-2.20247,0.30889,-0.31585,1.79161,-62.18141722576151
-0.79237,-0.94132,-0.44385,-1.37472,0.26938,1.97888,0.56915,-0.69552,0.15876,0.75638,0.29998,-1.14774,0.32522,0.4107,0.13945,0.55445,-16.43275659987402
1.08233,-0.65998,1.63199,0.50593,0.91146,-0.19016,-0.30684,-0.88823,0.40218,-1.82684,-0.96554,0.00324,1.51628,-1.61551,1.0556,-0.27332,102.12956557961368
0.55645,2.24593,-1.75038,-0.23125,0.58108,-0.89749,0.62481,-0.54979,-1.53358,1.18407,-1.27634,0.80443,-1.23935,-1.41603,-0.64749,-0.94419,-154.90711271594705
-1.01058,1.62316,-2.2266,0.44969,1.94523,-0.6558,-0.32772,0.19014,-2.58658,0.66593,-0.0324,-0.67553,-0.09306,0.42973,0.16247,-0.70251,-163.73293646331842
0.82299,0.26992,-2.05062,-0.21164,0.42415,0.517,1.41242,0.30633,-1.14724,-0.63204,1.00254,-0.09587,-0.33135,0.73314,-0.0218,-1.44002,73.67083617845311
1.54247,1.61018,-1.02249,-0.91976,0.32867,0.16969,0.71921,-0.82802,-0.99404,-0.13093,0.37034,-0.50925,1.15683,0.59016,0.52871,-2.3394,126.16028507110207
-0.5739,2.47625,-0.09568,-1.57887,-0.16952,-0.12859,-2.16306,-0.74873,1.01388,1.64102,-0.1399,-1.57392,-1.05666,0.72748,0.24857,-1.20027,12.10413568620657
0.2849,-0.04044,-1.63702,0.45639,0.47379,-1.18357,-0.51083,-0.06583,-0.61909,0.49477,1.55658,0.20183,-3.18199,1.57715,-1.61606,-1.76597,-18.668187016107595
0.53518,1.36134,0.73599,-1.15326,-0.63161,0.15725,0.10638,0.30886,-0.65775,-1.50813,0.24774,-1.51656,-1.05165,-0.10215,-1.37846,0.19429,-72.46616347035652
1.79487,0.18581,-0.41222,0.04445,0.39825,0.06951,0.02154,-1.67053,1.90213,2.24428,-1.07323,0.09089,-0.93301,-0.6656,-0.86977,2.18871,66.74438394751985
0.68123,-2.10949,0.0627,-1.53723,0.67918,-0.00131,-0.95076,0.65209,1.35112,-0.03649,0.02807,1.1563,-1.0323,1.38033,-0.54609,-1.72591,64.7468041580485
-1.79317,0.11274,-0.54652,0.77983,0.44265,-0.5045,0.9021,-0.08149,1.20702,-0.77956,0.96002,-1.09348,-2.43661,0.02578,-0.27213,1.8525,-26.97853670506696
0.97481,0.54863,0.10926,0.52894,0.96275,0.12532,-0.71035,1.30968,2.61638,0.18708,1.76282,0.08382,-1.25868,-0.65886,0.39261,-0.62837,317.64055611979654
0.31858,-0.94412,0.8979,0.06401,0.86467,0.80188,1.7007,-1.55057,-1.02824,-0.18915,-2.03704,0.38819,-1.24943,-0.21851,0.31241,-0.59912,-131.5783573977647
2.02619,-0.85379,-0.33354,1.18541,-0.15881,-0.46584,-1.17069,-0.39863,-1.82974,0.12919,0.23669,-0.78389,0.93205,-1.00386,-1.48654,0.65233,-28.35815637980949
0.13001,1.52775,-0.32719,-0.32162,-1.23802,1.55151,1.38623,1.16616,0.74828,-0.58613,-0.15319,0.21258,0.95735,0.98027,0.52062,-0.97168,67.17102749802442
-0.44455,0.03164,-1.11663,1.52289,0.08174,-0.65903,-0.6754,-0.4642,-0.84788,-0.23786,1.37513,-0.4136,1.16525,1.33327,0.31521,-0.0093,49.13606724746078
1.22103,-1.42534,0.87594,0.94562,-0.33478,2.26789,1.16447,-0.68314,0.18805,-0.24325,-0.11879,0.18869,-0.21846,-0.2686,-0.1515,-0.91984,72.11196045803383
0.64168,0.37137,0.2461,1.38807,0.12881,0.0539,1.44969,1.25737,-0.20655,2.48086,1.27669,2.52211,-0.1595,-0.86345,0.3378,0.31072,143.53436963860773
0.60386,-0.12898,-0.57115,-0.11793,0.80021,0.62319,0.56093,-0.78885,-0.23482,-0.01174,0.58333,0.2194,-1.98727,-0.11702,-0.36891,-0.51783,43.83862077658196
0.60405,-1.73632,0.17819,0.29385,0.07339,0.63635,0.06038,0.69782,0.71162,-0.5406,-0.89785,-0.03275,0.27109,-2.84959,-0.91058,-0.84018,-53.810821911046894
-0.02185,-1.13473,-0.18495,-0.68469,0.42853,1.38159,1.59525,1.77704,-0.2663,-0.59485,-2.38115,0.17958,-1.18891,0.95757,0.53462,0.49537,-130.13512592087574
-0.28449,0.9663,-0.60118,0.40895,-0.06743,-0.74014,-0.15978,-0.63701,-1.03824,-0.80433,-1.63323,1.24637,1.62693,0.32504,0.9076,1.90328,-103.46638038335091
0.78364,-0.06644,1.13556,-0.70886,-1.13281,-0.29451,-0.44924,1.63745,-0.98036,-1.45314,-1.8466,0.29459,1.26027,0.41927,-0.07679,-0.31549,-113.59770120789773
0.79632,0.26977,-0.04038,1.06894,-0.58002,-0.64434,0.43409,-0.00547,0.65395,1.01103,-0.26319,0.71058,-1.52044,0.20781,-0.32002,1.28087,41.03173224843615
