v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,target
2.01264,-0.1225,4.0015,1.65504,-0.54337,-1.04569,2.00328,-0.63875,-2.80638,-1.45254,0.41125,-1.17475,4.34706,-1.48033,-0.22133,0.00024,0.91948,1.77148,0
-2.77282,-1.40608,0.50157,-1.27353,-1.98868,-0.8351,2.82404,0.34195,-5.35224,-0.37714,3.02539,-2.45113,1.69959,7.82291,-2.41838,3.40355,4.10095,-0.09959,0
-0.51309,-0.2571,1.04904,1.88,2.28805,0.99517,0.39666,-0.52513,-5.81774,-0.43715,-4.16723,1.65991,1.98764,1.50936,0.73695,-1.77761,0.41746,0.85293,1
3.1483,-1.52107,0.71658,-0.50723,-1.30001,1.74329,0.72535,-0.89654,1.00889,-0.16964,-0.08394,-2.39361,-1.44368,-3.10116,-0.08592,-3.79679,-3.47547,-0.1066,1
-2.57079,2.98624,2.86812,0.76449,-0.67227,0.2124,3.21451,-2.84429,-2.64625,0.14474,0.67373,-0.99153,3.31251,-3.15426,-0.92819,6.39352,-4.43777,-1.08578,1
-3.22893,3.61055,-0.05586,-3.81042,-2.633,0.07089,-1.49447,2.13876,0.52967,-0.1223,-1.80809,2.10881,2.95335,-2.4184,0.62877,-0.74271,-1.82012,-0.92382,0
-1.89438,0.33837,-1.23334,0.5765,-1.61463,-2.06336,-0.94945,-0.66841,4.6437,-2.24949,2.33643,-0.65797,-4.49421,-2.92015,-0.70786,6.86102,-1.64775,-1.91004,0
-1.83605,-2.45805,3.45195,2.19478,-0.60941,2.29115,1.32353,1.63165,-1.93243,1.43954,-4.19935,4.20095,1.62515,-5.01024,-0.27616,-4.18691,1.79249,0.16897,1
-0.34,1.65075,-1.99723,-0.65345,-0.42771,2.16708,-1.17809,3.64294,0.15613,0.6186,1.26911,-0.41172,4.83033,-3.62196,-0.80986,-9.62546,-1.97853,8.408,0
1.62912,3.55736,-1.88931,1.21172,0.11582,-1.44158,1.50159,2.63482,1.83445,0.0836,1.88589,0.40203,5.19845,0.38255,-0.52806,-2.98491,1.31746,3.86577,0
-2.83623,0.21492,-2.41417,0.87533,1.06731,0.41531,0.36268,-1.86466,-1.85631,-0.23588,1.31551,-0.82834,-2.37783,2.5618,0.5296,4.35252,-1.52283,-0.31211,1
6.75133,-2.02179,0.75086,-3.42206,-2.42651,-0.2724,1.41673,0.46275,-0.75181,0.28043,3.06674,-1.01792,2.09913,3.51093,0.92543,-7.96278,0.02251,-0.51455,1
-2.12552,-2.12861,-0.52281,3.92663,1.91101,-4.18642,0.39595,-1.78338,-2.88485,0.65113,2.11005,-1.08899,-8.02737,4.05363,-1.08812,13.33128,-1.72235,-3.09632,1
-0.13161,0.58371,-1.74865,4.79002,-1.82401,0.86267,-1.13999,4.80461,-0.32294,-0.62692,1.25229,0.78435,-5.80548,-5.65651,-1.56261,1.63801,0.42775,-1.59047,1
-0.57215,-2.37795,1.65584,-0.851,-1.79801,2.55982,-0.96151,0.52017,-0.75301,-0.58455,-1.48841,-0.85635,-2.72272,-4.22658,0.32841,-2.40782,-2.03994,-0.70234,0
0.4374,-1.358,1.06393,-3.15084,-0.34422,-1.94931,0.5592,-0.05897,-1.11445,-1.46447,0.84676,-0.94823,0.48953,4.56812,-0.39928,0.43605,-1.04613,-0.14081,1
-1.31424,-4.05235,1.76436,-3.40123,-0.3397,0.73865,3.49611,-0.64149,-0.55646,0.22051,-1.81717,-0.11913,0.49057,4.93052,0.54168,-2.46752,-0.54039,-0.80648,1
-0.76798,-1.60807,0.28408,3.32769,-2.19201,3.95114,-4.62982,4.28731,0.81909,-0.3101,1.07938,1.97043,-9.92207,-11.38259,-0.77062,0.78183,-0.69951,-4.15593,1
1.40868,-0.57888,3.54913,1.96878,5.08231,-0.52013,1.22003,-0.48126,-5.81543,0.54407,-5.10245,0.25873,2.59016,3.8402,0.69872,0.18466,0.46219,1.06426,0
1.58783,1.82921,2.08356,-1.27533,-1.92546,-2.95111,-1.67666,0.47627,-0.35286,1.89196,2.67812,0.94647,-0.04001,-3.07305,0.35272,3.49952,-3.37103,-1.98069,1
1.10253,0.48585,2.47772,-1.88333,3.09829,-2.69728,2.59605,-1.73163,1.20801,2.14164,0.27332,1.4087,4.32929,3.01326,-0.96214,1.04011,-3.37458,1.25761,1
1.59381,1.67909,1.21196,-0.30703,-2.12602,0.27772,-0.48175,2.7285,1.26023,-0.66831,1.12795,0.71429,0.43727,-7.30984,-1.02108,-2.80918,-5.36147,0.8623,1
-1.22418,0.35653,0.42924,2.34825,-1.25337,-1.11328,-1.7645,-0.76577,4.3951,-0.8911,-0.84596,-0.80012,-3.21804,-5.93318,-1.62628,5.25465,0.81407,-1.2402,0
-1.27348,2.91473,-3.46206,-3.25058,2.04319,-1.14489,1.25308,3.49374,-1.03851,1.79502,3.70519,-1.2067,2.63865,9.87531,0.37985,0.33405,0.8996,2.13641,0
-1.25661,1.23591,1.5287,1.6282,-1.44373,0.53715,-0.43328,0.43973,1.08333,0.0096,-0.86393,1.20764,0.09709,-6.52549,-0.41642,1.53833,-0.77775,-0.7492,1
-0.24813,2.41294,1.86866,0.4934,-2.13011,-2.55032,1.2274,3.26473,2.34053,0.74843,1.07077,0.23222,6.33839,-3.1322,-1.0587,-1.16596,2.19385,4.20891,1
-3.09021,-2.38402,0.28362,-2.17117,0.86248,-0.00161,-3.06919,-0.18256,0.10522,0.87718,0.89081,-0.43997,-4.02226,-0.65729,-0.39324,2.13045,-3.32336,1.24808,1
1.48219,-0.3344,-1.64692,-3.01253,-0.56832,0.66766,-0.04345,0.41952,0.50509,0.52973,2.8998,0.97671,-0.50944,0.82503,0.55204,-4.16678,-4.49396,0.19589,0
1.52111,-1.61742,0.56294,0.10384,3.27861,-2.65283,0.35357,0.58254,-1.35715,-0.4456,3.65288,3.05859,0.21426,5.88224,-1.37963,1.30976,1.73016,0.17917,1
0.61427,-1.20712,0.04183,-0.40578,-2.46114,2.91066,1.22021,-1.39094,-0.88713,-0.83659,1.31309,-2.8519,-1.62756,-0.80013,2.48701,-0.78607,0.33678,-2.13368,1
-2.86542,-0.21132,-1.08525,2.847,0.86291,0.21274,0.36725,4.74642,-1.17409,1.63003,-0.46889,2.11184,-1.65025,-0.69519,0.65132,0.08383,0.8895,1.84216,1
2.0197,-1.74306,-0.87624,-2.26461,0.31436,3.8015,-3.24345,-3.54427,0.91421,-0.14663,2.94802,-0.51764,-3.62663,-1.75673,-0.36946,-2.60492,-1.22491,-2.33255,1
-0.37525,-3.19774,4.254,3.24166,-0.77623,-0.35292,0.11451,-2.28831,-5.09835,1.89331,-2.35911,-1.41937,-4.53836,-0.65207,-1.02749,7.50892,2.82425,-5.14315,0
2.47341,-3.293,3.56318,1.27034,0.40216,-2.65698,4.94711,-0.70083,-2.64529,1.41271,3.22539,2.79701,3.8386,3.81589,-2.81378,-0.74684,1.32417,0.63161,1
0.11309,-1.69823,3.13748,-2.23823,3.42549,0.45045,2.68436,-0.68133,2.49378,1.09386,-2.27863,4.28594,7.11146,0.95422,-0.78726,-7.05937,-0.24529,3.80213,1
-1.47994,-0.31104,1.91225,1.5959,4.36586,-2.59742,1.81393,5.28405,-2.78656,1.59398,0.44353,1.63686,-0.3142,5.58796,1.2001,4.30247,1.39255,1.04097,1
-2.71017,0.22137,0.71097,-3.56845,-1.99268,0.47926,0.26252,1.89603,0.18325,-0.67317,0.33839,0.03918,3.78112,-0.41497,-1.61734,-3.5103,-1.0409,3.08803,0
-1.29882,0.13087,1.66422,-0.60435,-1.01618,4.33362,-1.91794,4.92654,0.48713,-0.45133,0.04406,1.8715,-2.02514,-8.30499,-2.4988,-4.32566,-2.63801,-0.17655,1
-1.29365,-7.39806,-0.29561,0.70187,-1.74009,-0.04898,-2.69437,-0.6268,-2.75984,-1.60132,-0.06305,-2.82405,-11.09613,0.75909,1.03732,3.00757,-1.11225,-1.79415,0
-3.61343,-1.81953,1.25471,-3.10608,-1.93223,2.72684,2.81426,-5.27754,-1.82181,1.11059,3.16378,-4.62215,1.60953,4.52084,-0.24135,4.01614,2.71048,-1.55473,1
-1.26859,0.55345,-0.42603,-0.52375,1.03094,-1.64771,-2.2922,3.67194,-0.69991,-1.16985,1.10458,0.86589,-3.00885,1.02988,0.58243,2.92242,-1.02814,-0.19024,1
-3.61084,-1.53913,0.1652,-3.43841,0.28044,0.01969,2.3571,5.11443,-2.30851,-0.20912,4.62882,0.34754,-1.75757,4.50318,2.87384,0.96427,-4.60446,1.14576,0
3.05621,-2.252,1.90941,-1.32149,-1.92372,-0.43079,-1.08476,1.44719,-0.54693,0.56747,0.16392,-0.50782,0.19835,-0.9142,-1.491,-4.59832,0.89468,0.64839,1
2.19355,0.43889,1.55771,-1.39672,-0.4333,-1.5178,6.31239,-0.15846,-1.00728,0.25212,-1.32051,1.51052,3.66983,3.43942,-2.28863,-1.58237,-4.60106,-2.06572,1
0.55447,3.10392,0.54246,-2.30675,-2.70872,-2.00588,-1.77785,-1.39296,-0.19722,0.51659,1.31126,-1.66909,2.90054,-0.50767,-0.28231,2.53608,0.33097,-0.80745,0
-2.75847,2.03728,-2.0205,3.30162,3.69772,-1.28738,-3.27721,3.39058,-0.32628,0.42954,2.24729,-1.24524,-10.40136,-1.94684,-0.78664,11.87808,-5.69019,-2.17372,1
0.08584,-0.12359,0.07372,-2.59851,-2.10298,-0.29725,1.23492,1.04808,-0.07214,0.45494,3.25331,2.20357,2.81603,-0.24088,0.47226,-3.83676,-2.63694,1.22064,0
-1.2557,-2.00919,4.13294,0.10526,-0.32082,2.18677,2.21841,-1.24143,-1.24844,1.52551,-1.89597,-2.94137,-0.5288,-2.42553,-1.11241,2.00354,-1.1411,-0.97708,1
1.53637,-0.88098,-2.15588,-0.53402,-0.6693,2.10027,1.6046,-2.0838,-2.75759,0.30676,2.69722,-1.34408,-0.63861,4.37365,-1.0026,-1.78889,0.75028,-1.69941,0
0.99768,-0.16608,1.64682,-0.69831,-1.46449,-0.66211,-1.65252,-0.59763,2.2153,1.42508,0.88126,-0.84741,1.42893,-4.10675,0.40381,-1.16916,-0.06206,1.8397,0
0.6644,-2.71456,2.15676,0.56197,1.11093,-0.65127,-0.00561,2.6322,0.83245,0.67146,0.28895,3.52032,-0.01964,-1.38642,1.60435,-3.08557,0.69101,1.40972,1
0.25144,-2.17742,1.02441,-0.86729,-1.17125,1.41133,-1.56702,-1.22025,-0.79528,0.54537,1.07691,-0.88378,-1.35806,-1.3848,-0.23926,-1.2078,0.84836,-0.28729,1
-2.59758,2.02848,1.93534,-3.53852,0.03226,-2.56577,-1.20625,1.45931,-0.55704,-0.72174,0.28301,-1.71489,3.79132,2.27018,0.54196,3.01399,-0.1544,2.59254,0
3.6164,-1.69676,-1.33235,-3.0816,-0.60072,-1.92757,1.07367,1.33481,-1.05119,-0.65077,2.21685,3.24268,0.04718,5.33018,0.39757,-5.32184,-2.58863,-1.16575,1
-1.8759,0.45893,5.64627,-2.38159,-1.9049,-1.73913,-5.03403,-1.44531,0.76923,-0.09496,-3.63031,-3.24207,0.66916,-7.21647,2.85814,4.57351,-1.06287,0.82657,0
-0.09499,1.32473,2.73098,-3.07882,-0.47831,-1.4189,2.13472,-2.54779,-2.63389,1.70844,4.35262,0.55897,4.71528,2.8763,1.19171,3.22261,-1.94961,-1.19845,1
-0.10205,-3.54795,1.30194,0.44791,-5.5013,1.69407,2.80136,0.52568,-3.06168,-0.76297,-0.0171,-3.71145,-0.52225,-1.57091,1.95045,-3.21784,0.69516,0.61634,1
1.09654,-1.63367,0.66894,0.03288,-3.24827,2.77543,-0.16363,0.55366,-2.60018,-1.13611,1.31953,-1.77687,-0.3562,-2.41668,-0.73067,-4.03359,1.4249,-0.01854,1
-2.13129,0.04165,6.76513,2.64802,-4.19485,0.71681,-5.07641,-1.62462,2.65665,1.58027,-3.73173,-2.80138,-1.8159,-17.76263,0.5595,5.17015,-0.78902,0.08148,0
-0.3698,0.78178,-3.15249,1.02878,-2.19213,-3.07317,0.51011,-0.92184,5.919,-0.11844,2.09827,-1.55637,-1.22254,1.23948,1.06108,4.23901,3.47158,-0.43175,0
3.35805,0.67401,1.79782,1.29016,-0.64887,-1.56224,1.46874,-2.05605,-3.96337,0.50235,-2.40151,-1.10799,5.05616,0.32398,2.01811,-2.76304,-0.4255,2.05661,0
-4.02363,-2.1114,3.77334,4.00202,-1.46452,0.63767,1.60506,-0.5069,-2.48555,0.28,-2.8748,-2.006,-1.93598,-4.5455,0.59457,6.15302,1.61164,-0.5556,1
-2.08496,-0.47943,-1.11143,-1.38293,-1.97186,1.03501,-4.51092,1.08392,-0.37386,-1.02876,-0.48726,-3.13746,-6.98149,-1.85825,-0.62816,3.78529,-0.61825,-2.63109,0
-1.80659,-2.44448,2.54478,2.04296,0.34319,-0.79547,-1.55526,2.25893,-2.93707,0.89867,-0.21249,0.23021,-5.65189,-1.20901,-0.56747,5.86747,0.68774,-2.3693,1
-2.23709,0.99767,-1.53768,0.86641,2.35663,-1.18303,-1.32152,-0.82163,-2.3915,-2.16867,0.74459,-1.58022,-4.91838,4.75616,0.09725,9.31022,0.31624,-3.27701,1
3.01519,0.42023,-0.90526,5.04457,1.27319,-0.69883,-1.56938,-1.69225,-5.26665,0.95757,-2.616,-2.5666,-2.77943,0.00736,0.00923,2.22936,0.33762,-0.17848,0
0.58996,0.93749,2.12865,-5.06566,-3.33031,-3.09889,-0.36745,-0.48024,-0.16442,1.96812,2.20258,0.88344,2.30484,-0.70898,0.92207,0.65146,-5.58682,-1.12843,0
-4.16263,-5.38262,4.82764,-1.54994,0.69697,-0.99364,0.57692,1.55624,-1.10497,-0.88575,0.29194,-1.43046,2.52035,1.63936,0.27847,-0.5717,2.72098,6.4558,0
0.12565,-0.81537,0.24927,-3.77913,-0.41391,2.41458,4.99151,-2.41394,-2.87733,0.80849,1.25163,2.04562,2.64693,4.86862,0.28465,-3.27249,-3.98668,-3.23295,1
-0.76842,-2.18096,2.00215,-0.65728,-0.2079,1.42116,1.10086,1.41172,-0.21398,0.7275,-0.39401,0.77521,2.78399,-3.0187,-0.03937,-6.02248,-2.14935,4.60657,0
-0.48555,1.97618,2.13671,0.60669,-3.5702,-0.1191,-3.4991,0.62097,2.28684,0.57832,0.63327,-5.21967,-3.44003,-9.11801,0.37442,5.92984,-1.65209,-0.9014,0
-0.77463,-4.2733,1.27264,-1.07246,-5.97312,2.26884,3.29786,0.2122,-1.51116,-0.49024,-0.82884,-4.22442,1.22533,-1.55287,0.71191,-6.14202,0.56181,2.567,1
-1.35984,-0.9566,2.12484,-1.78197,-1.51046,1.39161,-0.28926,-1.1005,-2.71025,-0.16174,-3.3186,-0.49927,-0.28852,-0.51523,-0.49116,0.12608,-0.36826,-2.50327,1
0.50347,2.83971,-0.16513,0.36826,-0.70124,-2.70091,2.92415,3.25067,0.05262,1.34843,2.91399,2.51598,5.79285,2.20847,-1.60774,-0.80204,1.70161,1.83742,0
-0.03548,0.41397,0.8249,1.76607,2.67363,3.37726,-1.54603,0.45188,-0.34282,0.34043,0.73178,1.30082,-2.67577,-3.84739,-0.4862,0.79021,-0.38949,-1.70257,1
-1.06571,0.64546,0.77336,0.26857,0.91239,0.74945,0.42457,5.77793,0.16055,-0.31384,3.16116,-2.11122,-1.8414,-1.72606,-1.31465,1.03494,-2.56337,2.55068,0
2.38469,2.8177,0.9978,1.16822,1.79531,0.16925,-1.11382,2.36461,-2.59179,-1.44004,-2.08155,-0.83496,0.71469,-1.68972,0.45292,-0.70944,-2.07099,0.47318,0
2.60745,-0.50226,0.93896,-0.62383,-0.84042,-1.91439,0.41427,1.06647,0.94941,-0.4143,0.14127,1.28872,-0.52377,-1.94168,0.82621,-1.81302,-4.3662,-0.17758,1
-2.28186,-1.69836,4.70628,-2.79017,-0.25266,2.91599,-2.71932,3.04955,4.51466,1.36597,0.53756,-3.09085,-4.99874,-7.08871,-1.86314,3.08207,-1.31099,-1.6267,0
0.87785,-2.04621,2.08539,1.8289,-2.07509,0.81504,-0.49792,-1.00374,-3.11922,0.467,0.76676,0.10595,-1.18263,-3.44835,0.23738,-0.11771,0.78279,-1.03285,1
-0.84302,-0.8845,-2.59911,-3.06649,1.17699,-2.7474,0.13949,0.41568,2.12682,1.06641,2.81436,-1.91967,-2.61905,8.43581,-0.07319,3.70748,0.32196,-0.30222,0
-3.32626,1.74665,2.89638,2.99742,-3.98369,-1.10114,-0.86053,0.55149,2.72548,1.11747,-0.38317,-1.63793,2.24888,-9.59089,-1.15912,4.67285,2.86836,2.1559,0
1.03334,-4.32636,1.91343,-3.04808,0.84723,-0.32286,-2.24317,-0.18563,1.64863,1.34356,0.63971,-3.46767,-1.80241,1.75999,0.27787,-2.20744,0.47953,2.99973,0
0.44859,1.93979,2.69779,0.54468,0.66033,1.96037,-0.40701,1.95031,0.21415,-0.82342,-0.53429,-0.618,2.83824,-5.47775,1.17979,-2.01424,-0.74976,2.04945,0
-0.88617,-4.518,1.3748,0.526,-4.63165,-1.06657,0.48175,-0.3944,-1.72123,-0.69054,1.53406,-0.29633,-1.77311,-2.63713,-0.19751,-0.96555,-0.54313,1.14921,0
1.43888,-3.58607,0.84921,-0.55629,0.89831,6.88202,-2.93594,3.62434,-0.60419,0.19595,-2.43474,-3.19276,-6.85671,-6.67581,-0.24054,-8.11637,-4.64573,1.27296,0
-0.14873,0.41597,0.10207,2.24519,0.39874,1.48253,0.18933,0.23615,-0.82024,-0.95198,1.27661,0.95253,-2.74366,-2.59535,0.9927,2.58651,-0.65878,-2.56493,1
0.02845,0.92287,1.3298,1.24785,1.84322,3.48593,3.8739,2.26952,1.49468,0.30914,0.51731,3.9478,2.72313,-2.68622,0.47289,-3.66893,-0.20465,-0.84637,1
-1.28211,-2.07211,-0.5015,2.36613,1.64667,-0.85335,2.6373,-3.00941,-1.95243,-0.34874,2.20891,0.6825,-2.75967,4.32263,-1.28855,6.09255,0.48197,-2.39163,1
-0.45618,0.20111,4.31467,-1.89796,-0.82923,-1.44037,1.08739,0.87474,0.32039,1.12975,-0.7183,1.34184,4.01132,-2.21369,0.71153,-0.0594,-1.25168,0.56894,0
0.31328,-1.35025,1.52836,-2.28617,-1.20551,-0.30276,-1.18492,1.25905,0.83062,0.95709,2.29328,-0.82486,1.21071,-2.93025,0.02571,-3.57367,-3.18382,4.00333,0
-0.91029,1.14627,4.17887,0.60387,1.23976,-0.41247,1.16385,6.29631,-2.73976,1.10614,1.66325,-0.8749,7.03485,-1.6433,-0.35636,-3.32901,1.26505,7.90663,0
1.47306,1.04836,-0.09612,0.08824,-0.24999,-0.28285,-2.14786,0.18698,1.70274,1.23206,0.58585,-2.78908,-3.28129,-2.22863,-0.51062,2.92903,-1.08137,-1.41863,0
-0.43968,1.18143,0.65012,-1.62062,-2.92592,0.84178,4.78411,-1.52692,-0.34108,-0.85377,-0.34704,1.50014,3.80162,-1.93885,-1.08394,-2.31785,-5.6215,-1.3141,0
-3.15587,-0.85019,-2.92632,1.6423,1.22595,2.29876,0.51803,-1.30497,0.63194,-1.51718,1.23871,0.61787,-1.67663,-1.33317,-1.67313,-0.57653,-2.34277,2.57226,1
-1.94256,0.15637,-0.53778,-2.85425,-0.75348,0.14363,-1.41028,-0.92649,-0.76051,-0.5167,1.74201,1.34743,-0.73614,-0.19499,1.34945,0.70132,-3.69425,-0.69368,0
-2.35565,-0.70722,-2.32518,4.51954,-1.24741,1.9223,-3.22474,3.89793,-3.76962,0.53389,4.18705,-0.02334,-10.85901,-4.49534,1.46559,6.39387,-1.17521,-3.46704,1
-1.98438,-1.11407,3.11125,-1.52023,-0.32651,0.11477,-0.92959,1.86948,0.37012,-0.43183,-0.21865,-0.73486,0.1578,-2.10887,0.72259,0.86089,0.15729,1.14818,0
-0.78177,-2.43749,2.26355,-0.881,2.09531,2.50832,0.96491,-1.05056,-0.28611,0.67994,0.59884,3.96015,2.59947,-0.81074,0.32293,-4.41499,0.21236,1.11037,1
0.89292,-0.89545,0.72879,0.67323,1.74888,0.96206,-2.54612,1.47292,-2.2861,-1.02594,-0.77102,-2.44945,-2.73394,-0.65349,-2.16509,-0.35517,-0.61535,1.50277,1
-1.75703,-0.03079,2.1486,4.03005,-0.52386,-0.7542,-3.11036,0.70381,0.22561,1.56994,-1.17125,1.78132,-1.90077,-7.53657,-0.19694,3.93497,2.24254,0.07247,1
-0.48518,0.98967,0.86616,0.22511,-2.43506,-0.34059,2.75796,0.02302,-1.83413,-0.00151,0.86705,0.87392,1.6396,-0.42839,-0.91392,1.49779,-0.88832,-2.13154,1
2.78677,-2.1275,-0.16963,-1.34431,-1.78695,2.51484,-3.01606,-1.96718,1.16947,0.6298,2.35839,-1.22938,-4.08462,-3.58866,0.79213,-2.6774,-0.81801,-2.18244,1
0.71671,-3.355,3.80076,3.1302,-2.99408,-2.21846,-3.38159,1.16814,-3.79852,0.60843,2.41587,-2.47549,-10.06389,-5.44966,0.75199,9.73596,-1.3926,-4.80224,1
-1.15442,-2.03348,1.90608,-1.54079,-1.40959,2.50866,-1.73356,0.56303,-2.83501,1.00184,-2.51875,-1.48872,-3.76685,-1.57395,-0.84652,0.03421,-0.59067,-2.86559,0
-0.36752,4.50976,1.38578,-3.22293,3.33951,1.46149,-0.70039,4.00404,-0.20063,1.1959,-3.7131,-0.28923,5.32043,0.12242,-0.05116,-3.94729,-2.52927,2.89598,0
-2.23413,0.02598,-1.0041,5.20278,0.94312,-0.84715,-0.94168,2.76943,-4.09681,1.13258,2.38574,-1.74382,-10.09398,0.52922,1.94887,12.36744,0.10799,-4.86034,0
-1.41481,1.50856,1.00643,-2.26625,2.45246,3.19722,-0.11093,3.76683,2.81093,1.02392,-1.7917,3.80116,3.98323,-3.06988,-0.55527,-6.99235,-1.02171,2.49183,1
-1.89364,-2.68397,2.00589,-0.08791,3.91321,1.45421,0.6182,2.06577,-1.42905,-0.36514,2.34586,3.78746,-0.94844,0.99463,-0.0861,-0.62249,-1.13711,1.09193,1
1.08827,-2.78341,-0.54912,-3.4747,-1.08229,3.62186,2.6286,-2.45842,-2.09324,1.92286,1.21624,-0.44948,0.62375,5.42776,-0.28778,-5.15766,1.11515,-2.65545,1
-1.01242,-1.2806,1.16378,-2.74134,-1.93767,0.38643,-1.05312,0.2745,0.71587,-1.513,-0.98297,-0.50432,-0.63965,-2.2645,-2.85298,-1.74532,-2.58715,0.26833,0
-5.52047,-0.70422,0.25253,-3.24809,-0.0194,-1.23542,1.16666,2.64524,-1.1157,0.33899,2.75568,-0.31085,-0.507,4.91071,-0.87032,4.57749,-1.12148,0.85849,0
-4.04296,-3.90825,2.13551,-2.56123,-0.09451,2.08113,3.08587,-2.33423,-1.8291,0.22309,-1.70005,2.1936,-0.73908,3.27366,-0.91536,0.92256,-0.33767,-3.44265,1
-0.58893,-4.92645,2.84849,0.91366,-4.73593,-0.49564,-0.16673,-2.04429,-1.39696,-1.15527,-0.01036,-1.35287,-3.98646,-3.89261,2.17228,2.1752,0.52684,-2.1393,0
-1.70908,-3.23808,2.21877,-0.94282,-0.47007,0.3574,-1.10511,-2.04435,-2.88475,0.51967,-3.05817,0.2522,-1.3752,0.54672,-0.00446,0.53026,0.73078,-1.19578,0
-3.25474,-2.59188,2.64541,-3.26609,2.86534,-1.35141,-1.23793,0.92341,-1.11096,0.708,-1.32983,-0.84362,-0.05589,4.34685,-1.02313,1.9405,-0.39682,2.63098,0
2.57569,-1.33836,-2.47312,-0.85592,-2.89086,3.49346,-4.57276,-1.50036,-1.27497,0.54304,4.67977,0.38825,-4.06214,-2.96839,-0.09805,-4.2552,1.37968,-2.4858,1
0.9153,-0.26716,2.89555,-1.82557,-0.91817,0.33867,-1.8987,1.37744,1.84843,-0.30784,-1.78505,-1.4927,-1.9888,-4.98003,0.18972,-0.08829,-3.11825,-1.03636,1
0.76904,0.65868,1.72226,0.99061,-1.52127,2.81337,4.20691,-2.52504,-1.78279,0.74237,-1.0968,-1.60778,0.78644,-3.14431,1.38297,0.35359,-3.91861,-2.85034,1
2.69697,-6.64452,7.58876,2.47666,-1.18728,0.02804,1.80068,-0.66266,-1.29458,0.87076,0.43798,-2.27781,-3.02662,-5.42128,-0.49306,1.11026,-0.28159,-0.45694,0
-0.11636,-2.9635,5.00561,-0.32819,0.05034,-1.53428,1.13547,0.09943,0.18135,-0.93301,1.47089,-2.16835,0.60549,-0.73049,0.91014,2.7742,0.56189,1.61925,0
-2.54608,-2.77326,1.95609,0.01962,0.0424,4.04262,-2.10694,0.46811,-3.37653,-1.4541,0.18678,0.91714,-2.41416,-2.86311,0.54923,-1.26953,1.51882,-0.60193,1
-1.14552,1.28645,3.20076,0.65446,-1.19236,-0.02425,-3.04904,1.24761,1.35344,-0.71574,-1.15108,-1.6546,0.54293,-8.69584,0.24182,1.43999,-1.46518,2.47172,0
-2.68636,-1.43713,2.21912,2.87465,2.35925,3.81698,0.27928,-4.23493,-0.96687,-0.75573,-2.3725,-2.77631,-4.258,-3.07585,2.85467,6.63155,0.28397,-3.05272,1
-2.37394,0.12803,3.94899,1.23317,-1.12845,5.01875,2.17698,-2.87545,-2.28758,0.43215,-0.55875,-1.70501,0.83968,-6.15017,2.06138,2.54021,-0.60446,-2.58506,1
-1.23193,0.09747,3.40892,-2.68574,2.83877,-3.10481,0.95908,-0.06349,-0.34094,1.84647,0.82455,-1.44911,0.63603,5.72773,-1.23958,7.44909,-0.298,-1.2198,1
-0.44692,-2.47608,0.77664,1.6456,0.47453,4.54892,-0.32036,-0.28093,0.70215,1.24287,-3.06218,0.40037,-4.92182,-5.01424,1.56788,-1.7644,-0.77513,-2.80798,1
3.6716,-0.69577,0.3388,-3.78546,-1.07575,-1.06125,-1.67089,-0.79702,-0.96547,-0.64607,4.99522,-1.09555,1.38575,2.86852,0.49728,-2.90003,-0.56318,0.64822,1
-0.23888,-1.22944,2.94472,1.86522,-1.28407,-0.59703,-0.65857,-0.73815,-2.63789,1.55344,1.49998,-1.1893,-6.50288,-3.58077,-0.77978,8.71631,-2.74866,-5.37284,1
-0.50977,5.40227,2.4453,-1.12077,4.46679,-2.22126,-0.4985,-0.72019,-0.76547,0.94754,2.90786,0.34961,2.64456,1.26434,-0.15268,9.10088,-3.43857,-1.41635,1
-2.46315,-1.28133,-1.48346,3.94122,-0.19101,3.06281,-2.67921,4.77311,-0.28012,-0.71643,1.21842,1.77561,-7.93825,-6.15019,-1.90377,1.19249,0.40703,-1.38173,1
-1.28179,-1.52816,-0.21021,-0.18826,2.94829,4.89695,1.33689,0.32834,0.18001,-0.26411,2.52555,4.21399,2.45993,-1.96074,1.39412,-7.47027,-1.54526,3.2878,0
-2.39275,-3.0782,-1.1168,2.87191,0.90794,0.3433,-2.58213,3.77263,-1.66005,1.28461,2.08107,1.83402,-7.40586,-0.72328,0.7724,2.66767,1.49025,-0.40424,0
-1.55825,0.19562,2.26421,-3.03402,-1.16266,1.76869,-0.00482,-4.07026,-2.07147,0.35387,4.68885,-0.71892,0.96513,1.04846,2.70983,4.74014,0.83894,-3.88516,1
-3.90433,2.47017,1.21821,-0.89665,-3.71692,-1.16798,-0.44647,1.03547,1.87704,-1.1306,1.28918,0.16485,2.30815,-5.27983,1.27177,3.63653,-0.59584,0.62513,0
0.38449,0.06909,-0.4168,2.24731,-0.06577,3.52885,-0.85527,3.28553,1.23631,-0.13711,0.81492,1.94305,-2.6811,-5.9031,0.71547,-3.15334,0.29267,-0.79362,1
-4.58776,-2.195,0.52961,1.00254,-2.21917,2.92031,2.34212,-1.81874,-2.5615,0.71096,-0.32232,-2.64666,-1.3475,0.21623,1.06584,3.11515,2.45382,-1.07523,1
